token,pos
ago,ADV
and,CCONJ
a,DET
hefty,ADJ
refining,NOUN
investment,NOUN
at,ADP
"
  ",SPACE
home,NOUN
gives,VERB
it,PRON
guaranteed,VERB
markets,NOUN
abroad,ADV
and,CCONJ
enables,VERB
it,PRON
to,PART
sell,VERB
"
  ",SPACE
over,ADP
one,NUM
-,PUNCT
half,NOUN
of,ADP
its,PRON
output,NOUN
as,ADP
high,ADJ
-,PUNCT
grade,NOUN
refined,ADJ
oil,NOUN
products,NOUN
.,PUNCT
"
      ",SPACE
Oil,NOUN
industry,NOUN
sources,NOUN
say,VERB
Kuwait,PROPN
is,AUX
able,ADJ
to,PART
get,VERB
an,DET
average,ADJ
"
  ",SPACE
2.00,NUM
dlrs,NOUN
a,DET
barrel,NOUN
more,ADJ
by,ADP
selling,VERB
oil,NOUN
in,ADP
the,DET
form,NOUN
of,ADP
processed,VERB
"
  ",SPACE
product,NOUN
such,ADJ
as,ADP
gas,NOUN
oil,NOUN
",",PUNCT
kerosene,NOUN
and,CCONJ
naphtha,NOUN
",",PUNCT
rather,ADV
than,ADP
as,ADP
"
  ",SPACE
crude,NOUN
.,PUNCT
"
      ",SPACE
Bankers,PROPN
say,VERB
the,DET
rebound,NOUN
in,ADP
oil,NOUN
prices,NOUN
is,AUX
the,DET
major,ADJ
reason,NOUN
"
  ",SPACE
for,ADP
cautious,ADJ
optimism,NOUN
.,PUNCT
Other,ADJ
reasons,NOUN
are,AUX
low,ADJ
domestic,ADJ
"
  ",SPACE
inflation,NOUN
",",PUNCT
a,DET
bottoming,NOUN
out,ADP
of,ADP
the,DET
fall,NOUN
in,ADP
imports,NOUN
in,ADP
recent,ADJ
"
  ",SPACE
years,NOUN
and,CCONJ
signs,VERB
government,NOUN
spending,NOUN
on,ADP
productive,ADJ
sectors,NOUN
will,AUX
"
  ",SPACE
remain,VERB
steady,ADJ
.,PUNCT
"
      ",SPACE
External,ADJ
accounts,NOUN
are,AUX
in,ADP
good,ADJ
shape,NOUN
",",PUNCT
with,ADP
an,DET
estimated,ADJ
1.8,NUM
"
  ",SPACE
billion,NUM
dinar,ADJ
current,ADJ
account,NOUN
surplus,NOUN
in,ADP
1986,NUM
",",PUNCT
16,NUM
pct,NOUN
below,ADP
"
  ",SPACE
that,SCONJ
for,ADP
1985,NUM
",",PUNCT
but,CCONJ
still,ADV
an,DET
achievement,NOUN
in,ADP
the,DET
recession,NOUN
-,PUNCT
hit,VERB
"
  ",SPACE
Gulf,PROPN
.,PUNCT
"
      ",SPACE
Kuwait,PROPN
's,PART
petrodollar,ADJ
reserves,NOUN
in,ADP
mid-1986,NOUN
were,AUX
put,VERB
"
  ",SPACE
officially,ADV
at,ADP
over,ADP
80,NUM
billion,NUM
dlrs,NOUN
",",PUNCT
earning,VERB
investment,NOUN
income,NOUN
"
  ",SPACE
of,ADP
the,DET
equivalent,NOUN
of,ADP
about,ADV
3.65,NUM
billion,NUM
dlrs,NOUN
a,DET
year,NOUN
.,PUNCT
"
      ",SPACE
But,CCONJ
for,ADP
the,DET
first,ADJ
time,NOUN
since,SCONJ
the,DET
end,NOUN
of,ADP
the,DET
oil,NOUN
boom,NOUN
",",PUNCT
these,DET
"
  ",SPACE
reserves,NOUN
may,AUX
not,PART
be,AUX
enough,ADJ
to,PART
prevent,VERB
a,DET
"""",PUNCT
real,ADJ
"""",PUNCT
budget,NOUN
deficit,NOUN
for,ADP
"
  ",SPACE
the,DET
1986/87,NUM
fiscal,ADJ
year,NOUN
ending,VERB
June,PROPN
30,NUM
",",PUNCT
bankers,NOUN
say,VERB
.,PUNCT
"
      ",SPACE
In,ADP
a,DET
budget,NOUN
portrayed,VERB
by,ADP
bankers,NOUN
as,ADP
mildly,ADV
contractionary,NOUN
",",PUNCT
"
  ",SPACE
revenues,NOUN
for,ADP
1986/87,NUM
were,AUX
cut,VERB
38.6,NUM
pct,NOUN
and,CCONJ
spending,VERB
11,NUM
pct,NOUN
",",PUNCT
"
  ",SPACE
doubling,VERB
the,DET
nominal,ADJ
deficit,NOUN
to,ADP
1.33,NUM
billion,NUM
dinars,NOUN
.,PUNCT
"
      ",SPACE
This,PRON
left,VERB
out,ADP
income,NOUN
from,ADP
state,NOUN
reserves,NOUN
",",PUNCT
usually,ADV
excluded,VERB
"
  ",SPACE
in,ADP
official,ADJ
budget,NOUN
accounting,NOUN
",",PUNCT
which,PRON
are,AUX
forecast,VERB
by,ADP
bankers,NOUN
at,ADP
"
  ",SPACE
up,ADP
to,PART
1.0,NUM
billion,NUM
dinars,NOUN
in,ADP
1986/87,NUM
",",PUNCT
resulting,VERB
in,ADP
some,DET
"
  ",SPACE
shortfall,NOUN
.,PUNCT
"
      ",SPACE
Bankers,PROPN
say,VERB
it,PRON
is,AUX
too,ADV
early,ADJ
to,PART
venture,VERB
a,DET
forecast,NOUN
for,ADP
"
  ",SPACE
economic,ADJ
growth,NOUN
this,DET
year,NOUN
or,CCONJ
next,ADJ
.,PUNCT
"
      ",SPACE
"""",PUNCT
It,PRON
depends,VERB
on,ADP
oil,NOUN
prices,NOUN
",",PUNCT
"""",PUNCT
one,NUM
said,VERB
.,PUNCT
"""",PUNCT
This,DET
summer,NOUN
is,AUX
"
  ",SPACE
important,ADJ
.,PUNCT
"""",PUNCT
"
      ",SPACE
Cabinet,PROPN
Affairs,PROPN
Minister,PROPN
Rashid,PROPN
al,PROPN
-,PUNCT
Rashid,PROPN
said,VERB
last,ADJ
Sunday,PROPN
"
  ",SPACE
the,DET
cabinet,NOUN
has,AUX
ratified,VERB
recommendations,NOUN
to,PART
rationalise,VERB
state,NOUN
"
  ",SPACE
spending,NOUN
in,ADP
favour,NOUN
of,ADP
productive,ADJ
sectors,NOUN
and,CCONJ
reactivate,VERB
the,DET
"
  ",SPACE
economy,NOUN
.,PUNCT
"
      ",SPACE
He,PRON
gave,VERB
no,DET
details,NOUN
but,CCONJ
bankers,NOUN
say,VERB
these,PRON
are,AUX
expected,VERB
to,PART
be,AUX
"
  ",SPACE
spelled,VERB
out,ADP
in,ADP
the,DET
1987/88,NUM
budget,NOUN
",",PUNCT
possibly,ADV
in,ADP
June,PROPN
.,PUNCT
"
  

",SPACE
BOND,PROPN
CORP,PROPN
STILL,ADV
CONSIDERING,VERB
ATLAS,PROPN
MINING,PROPN
BAIL,PROPN
-,PUNCT
OUT,ADP
"
  ",SPACE
Bond,PROPN
Corp,PROPN
Holdings,PROPN
Ltd,PROPN
&,CCONJ
lt;BONA.S,PROPN
>,X
and,CCONJ
Atlas,PROPN
"
  ",SPACE
Consolidated,PROPN
Mining,PROPN
and,CCONJ
Development,PROPN
Corp,PROPN
&,CCONJ
lt;ATLC.MN,PROPN
>,X
are,AUX
still,ADV
"
  ",SPACE
holding,VERB
talks,NOUN
on,ADP
a,DET
bail,NOUN
-,PUNCT
out,ADP
package,NOUN
for,ADP
the,DET
troubled,ADJ
mining,NOUN
"
  ",SPACE
firm,NOUN
",",PUNCT
an,DET
Atlas,PROPN
statement,NOUN
said,VERB
.,PUNCT
"
      ",SPACE
Atlas,PROPN
",",PUNCT
the,DET
Philippines,PROPN
',PART
biggest,ADJ
copper,NOUN
producer,NOUN
",",PUNCT
said,VERB
it,PRON
"
  ",SPACE
had,AUX
been,AUX
hit,VERB
by,ADP
depressed,ADJ
world,NOUN
copper,NOUN
prices,NOUN
.,PUNCT
It,PRON
reported,VERB
a,DET
"
  ",SPACE
net,ADJ
loss,NOUN
of,ADP
976.38,NUM
mln,ADJ
pesos,NOUN
in,ADP
the,DET
year,NOUN
ending,VERB
December,PROPN
1986,NUM
",",PUNCT
"
  ",SPACE
compared,VERB
with,ADP
a,DET
net,ADJ
loss,NOUN
of,ADP
1.53,NUM
billion,NUM
in,ADP
1985,NUM
.,PUNCT
"
      ",SPACE
The,DET
company,NOUN
said,VERB
it,PRON
had,AUX
been,AUX
able,ADJ
to,PART
cut,VERB
its,PRON
losses,NOUN
because,SCONJ
"
  ",SPACE
its,PRON
scaled,VERB
-,PUNCT
down,ADP
copper,NOUN
operations,NOUN
in,ADP
the,DET
central,ADJ
island,NOUN
of,ADP
Cebu,PROPN
"
  ",SPACE
started,VERB
in,ADP
the,DET
second,ADJ
half,NOUN
of,ADP
1986,NUM
.,PUNCT
"
      ",SPACE
Atlas,PROPN
said,VERB
negotiations,NOUN
were,AUX
continuing,VERB
on,ADP
the,DET
acquisition,NOUN
"
  ",SPACE
by,ADP
Bond,PROPN
of,ADP
the,DET
company,NOUN
's,PART
existing,VERB
bank,NOUN
loans,NOUN
and,CCONJ
their,PRON
"
  ",SPACE
restructuring,VERB
into,ADP
a,DET
gold,NOUN
loan,NOUN
.,PUNCT
"
      ",SPACE
A,DET
memorandum,NOUN
of,ADP
understanding,NOUN
signed,VERB
by,ADP
the,DET
two,NUM
sides,NOUN
in,ADP
"
  ",SPACE
October,PROPN
last,ADJ
year,NOUN
said,VERB
Bond,PROPN
would,AUX
acquire,VERB
Atlas,PROPN
',PART
total,ADJ
loans,NOUN
of,ADP
"
  ",SPACE
275,NUM
mln,NUM
dlrs,NOUN
",",PUNCT
to,PART
be,AUX
repaid,VERB
by,ADP
the,DET
mining,NOUN
company,NOUN
in,ADP
gold,NOUN
.,PUNCT
"
      ",SPACE
Atlas,PROPN
said,VERB
the,DET
two,NUM
sides,NOUN
were,AUX
also,ADV
discussing,VERB
equity,NOUN
"
  ",SPACE
infusion,NOUN
into,ADP
Atlas,PROPN
and,CCONJ
the,DET
creation,NOUN
of,ADP
a,DET
development,NOUN
fund,NOUN
for,ADP
"
  ",SPACE
further,ADJ
exploration,NOUN
and,CCONJ
development,NOUN
of,ADP
the,DET
company,NOUN
's,PART
gold,NOUN
"
  ",SPACE
properties,NOUN
in,ADP
the,DET
central,ADJ
province,NOUN
of,ADP
Masbate,PROPN
.,PUNCT
"
      ",SPACE
Wilson,PROPN
Banks,PROPN
",",PUNCT
general,ADJ
manager,NOUN
of,ADP
&,CCONJ
lt;Bond,PROPN
Corp,PROPN
International,PROPN
"
  ",SPACE
Ltd,PROPN
>,X
in,ADP
Hong,PROPN
Kong,PROPN
",",PUNCT
told,VERB
Reuters,PROPN
the,DET
Atlas,PROPN
statement,NOUN
on,ADP
the,DET
"
  ",SPACE
negotiations,NOUN
was,AUX
"""",PUNCT
reasonably,ADV
accurate,ADJ
.,PUNCT
"""",PUNCT
"
      ",SPACE
Banks,PROPN
said,VERB
Bond,PROPN
Corp,PROPN
was,AUX
seriously,ADV
considering,VERB
several,ADJ
"
  ",SPACE
investments,NOUN
in,ADP
the,DET
Philippines,PROPN
but,CCONJ
did,AUX
not,PART
give,VERB
details,NOUN
.,PUNCT
"
      ",SPACE
In,ADP
its,PRON
statement,NOUN
",",PUNCT
Atlas,PROPN
said,VERB
development,NOUN
of,ADP
the,DET
pre,ADJ
-,ADJ
World,ADJ
"
  ",SPACE
War,PROPN
Two,NUM
underground,ADJ
mines,NOUN
in,ADP
Masbate,PROPN
had,AUX
been,AUX
accelerated,VERB
and,CCONJ
"
  ",SPACE
the,DET
ore,NOUN
tonnage,NOUN
had,AUX
increased,VERB
",",PUNCT
extending,VERB
the,DET
operation,NOUN
's,PART
life,NOUN
"
  ",SPACE
at,ADP
least,ADJ
until,ADP
1993,NUM
.,PUNCT
"
  

",SPACE
ECONOMIC,ADJ
SPOTLIGHT,NOUN
-,PUNCT
AUSTRALIAN,ADJ
MARKETS,NOUN
BOOMING,NOUN
"
  ",SPACE
Australian,ADJ
markets,NOUN
are,AUX
booming,VERB
as,SCONJ
foreign,ADJ
"
  ",SPACE
fund,NOUN
managers,NOUN
redirect,VERB
capital,NOUN
away,ADV
from,ADP
the,DET
United,PROPN
States,PROPN
and,CCONJ
"
  ",SPACE
other,ADJ
traditional,ADJ
markets,NOUN
",",PUNCT
analysts,NOUN
said,VERB
.,PUNCT
"
      ",SPACE
High,ADJ
short,ADJ
-,PUNCT
term,NOUN
interest,NOUN
rates,NOUN
",",PUNCT
a,DET
bullish,ADJ
stock,NOUN
market,NOUN
and,CCONJ
"
  ",SPACE
an,DET
increasingly,ADV
stable,ADJ
currency,NOUN
reflect,VERB
a,DET
massive,ADJ
inflow,NOUN
of,ADP
"
  ",SPACE
fresh,ADJ
funds,NOUN
in,ADP
the,DET
last,ADJ
two,NUM
months,NOUN
",",PUNCT
largely,ADV
from,ADP
Japanese,PROPN
and,CCONJ
"
  ",SPACE
U.S.,PROPN
Investors,PROPN
",",PUNCT
analysts,NOUN
polled,VERB
by,ADP
Reuters,PROPN
said,VERB
.,PUNCT
"
      ",SPACE
Fund,PROPN
managers,NOUN
want,VERB
quality,NOUN
markets,NOUN
to,PART
park,VERB
their,PRON
cash,NOUN
in,ADP
"
  ",SPACE
and,CCONJ
have,AUX
settled,VERB
on,ADP
Australia,PROPN
",",PUNCT
Britain,PROPN
and,CCONJ
Canada,PROPN
as,SCONJ
they,PRON
"
  ",SPACE
diversify,VERB
from,ADP
volatile,ADJ
U.S.,PROPN
Dollar,PROPN
instruments,NOUN
",",PUNCT
they,PRON
said,VERB
.,PUNCT
"
      ",SPACE
A,DET
one,NUM
percentage,NOUN
point,NOUN
fall,NOUN
in,ADP
key,ADJ
10,NUM
-,PUNCT
year,NOUN
bonds,NOUN
rates,NOUN
in,ADP
"
  ",SPACE
the,DET
past,ADJ
month,NOUN
",",PUNCT
record,NOUN
share,NOUN
prices,NOUN
and,CCONJ
a,DET
10,NUM
-,PUNCT
month,NOUN
high,NOUN
for,ADP
the,DET
"
  ",SPACE
currency,NOUN
of,ADP
0.71,NUM
U.S.,PROPN
Dlrs,PROPN
all,PRON
illustrated,VERB
the,DET
inflow,NOUN
.,PUNCT
"
      ",SPACE
Official,ADJ
figures,NOUN
on,ADP
the,DET
latest,ADJ
inflow,NOUN
of,ADP
investment,NOUN
capital,NOUN
"
  ",SPACE
are,AUX
not,PART
available,ADJ
",",PUNCT
but,CCONJ
brokers,NOUN
said,VERB
they,PRON
received,VERB
almost,ADV
daily,ADJ
"
  ",SPACE
inquiries,NOUN
from,ADP
Japan,PROPN
and,CCONJ
the,DET
United,PROPN
States,PROPN
.,PUNCT
"
      ",SPACE
"""",PUNCT
These,DET
people,NOUN
have,AUX
got,VERB
trillions,NOUN
of,ADP
dollars,NOUN
sloshing,VERB
about,ADP
"
  ",SPACE
and,CCONJ
they,PRON
do,AUX
n't,PART
know,VERB
what,PRON
to,PART
do,VERB
with,ADP
it,PRON
.,PUNCT
Some,PRON
of,ADP
that,PRON
is,AUX
ending,VERB
"
  ",SPACE
up,ADV
here,ADV
with,ADP
the,DET
attraction,NOUN
of,ADP
high,ADJ
interest,NOUN
rates,NOUN
and,CCONJ
"
  ",SPACE
reasonable,ADJ
currency,NOUN
stability,NOUN
",",PUNCT
"""",PUNCT
National,PROPN
Australia,PROPN
Bank,PROPN
Ltd,PROPN
"
  ",SPACE
economist,NOUN
Brian,PROPN
Hamley,PROPN
said,VERB
.,PUNCT
"
      ",SPACE
"""",PUNCT
There,PRON
is,VERB
a,DET
',PUNCT
flight,NOUN
to,ADP
quality,NOUN
',PUNCT
",",PUNCT
"""",PUNCT
Hamley,PROPN
said,VERB
.,PUNCT
"""",PUNCT
Australia,PROPN
may,AUX
"
  ",SPACE
not,PART
be,AUX
in,ADP
the,DET
best,ADJ
(,PUNCT
economic,ADJ
),PUNCT
position,NOUN
",",PUNCT
but,CCONJ
there,PRON
are,VERB
n't,PART
too,ADV
"
  ",SPACE
many,ADJ
other,ADJ
countries,NOUN
where,SCONJ
you,PRON
'd,AUX
want,VERB
to,PART
put,VERB
your,PRON
money,NOUN
.,PUNCT
"""",PUNCT
"
      ",SPACE
The,DET
stronger,ADJ
Australian,ADJ
dollar,NOUN
was,AUX
also,ADV
attracting,VERB
"
  ",SPACE
investors,NOUN
taking,VERB
advantage,NOUN
of,ADP
an,DET
appreciating,VERB
currency,NOUN
against,ADP
"
  ",SPACE
the,DET
volatility,NOUN
of,ADP
the,DET
U.S.,PROPN
Unit,PROPN
",",PUNCT
analysts,NOUN
said,VERB
.,PUNCT
"
      ",SPACE
"""",PUNCT
We,PRON
're,AUX
looking,VERB
a,DET
more,ADV
favoured,ADJ
market,NOUN
than,ADP
perhaps,ADV
the,DET
U.S.,PROPN
"
  ",SPACE
Where,SCONJ
some,DET
people,NOUN
would,AUX
be,AUX
concerned,ADJ
about,ADP
the,DET
value,NOUN
of,ADP
the,DET
"
  ",SPACE
U.S.,PROPN
Dollar,PROPN
",",PUNCT
"""",PUNCT
Lloyds,PROPN
Bank,PROPN
NZA,PROPN
Ltd,PROPN
chief,NOUN
economist,NOUN
Will,AUX
Buttrose,PROPN
"
  ",SPACE
said,VERB
.,PUNCT
"""",PUNCT
Why,SCONJ
not,PART
put,VERB
the,DET
money,NOUN
in,ADP
Australia,PROPN
where,SCONJ
entry,NOUN
is,AUX
cheap,ADJ
"
  ",SPACE
and,CCONJ
the,DET
currency,NOUN
looks,VERB
stable,ADJ
?,PUNCT
"""",PUNCT
"
      ",SPACE
But,CCONJ
turning,VERB
that,DET
capital,NOUN
into,ADP
more,ADV
permanent,ADJ
productive,ADJ
"
  ",SPACE
investment,NOUN
depends,VERB
on,ADP
government,NOUN
economic,ADJ
policy,NOUN
",",PUNCT
he,PRON
said,VERB
.,PUNCT
"
      ",SPACE
"""",PUNCT
It,PRON
will,AUX
only,ADV
disappear,VERB
if,SCONJ
people,NOUN
lose,VERB
confidence,NOUN
in,ADP
the,DET
"
  ",SPACE
direction,NOUN
in,ADP
the,DET
economy,NOUN
",",PUNCT
"""",PUNCT
Buttrose,PROPN
said,VERB
",",PUNCT
adding,VERB
that,SCONJ
offshore,ADP
"
  ",SPACE
investors,NOUN
would,AUX
carefully,ADV
watch,VERB
the,DET
government,NOUN
's,PART
promised,VERB
tough,ADJ
"
  ",SPACE
economic,ADJ
statement,NOUN
on,ADP
May,PROPN
14,NUM
.,PUNCT
"
      ",SPACE
While,SCONJ
happy,ADJ
to,PART
invest,VERB
in,ADP
bonds,NOUN
and,CCONJ
other,ADJ
vehicles,NOUN
yielding,VERB
"
  ",SPACE
interest,NOUN
unobtainable,ADJ
elsewhere,ADV
",",PUNCT
fund,NOUN
managers,NOUN
could,AUX
just,ADV
as,SCONJ
"
  ",SPACE
easily,ADV
reverse,VERB
the,DET
flow,NOUN
--,PUNCT
particularly,ADV
the,DET
Japanese,PROPN
",",PUNCT
who,PRON
were,AUX
"
  ",SPACE
badly,ADV
hurt,VERB
in,ADP
the,DET
past,NOUN
by,ADP
rapid,ADJ
falls,NOUN
in,ADP
the,DET
Australian,ADJ
dollar,NOUN
"
  ",SPACE
and,CCONJ
hefty,ADJ
jumps,NOUN
in,ADP
bond,NOUN
rates,NOUN
",",PUNCT
analysts,NOUN
said,VERB
.,PUNCT
"
      ",SPACE
"""",PUNCT
It,PRON
will,AUX
remain,VERB
very,ADV
edgy,ADJ
money,NOUN
.,PUNCT
If,SCONJ
something,PRON
was,AUX
not,PART
to,PART
be,AUX
"
  ",SPACE
delivered,VERB
",",PUNCT
if,SCONJ
the,DET
statement,NOUN
was,AUX
n't,PART
considered,VERB
tough,ADJ
enough,ADV
",",PUNCT
one,NUM
"
  ",SPACE
might,AUX
see,VERB
a,DET
substantial,ADJ
outflow,NOUN
",",PUNCT
"""",PUNCT
Buttrose,PROPN
said,VERB
.,PUNCT
"
      ",SPACE
Offshore,ADJ
investors,NOUN
are,AUX
eager,ADJ
to,PART
see,VERB
Australia,PROPN
take,VERB
tough,ADJ
"
  ",SPACE
economic,ADJ
decisions,NOUN
to,PART
curb,VERB
its,PRON
100,NUM
billion,NUM
dlr,NOUN
foreign,ADJ
debt,NOUN
and,CCONJ
"
  ",SPACE
stubborn,ADJ
current,ADJ
account,NOUN
deficit,NOUN
",",PUNCT
analysts,NOUN
said,VERB
.,PUNCT
"
      ",SPACE
"""",PUNCT
They,PRON
are,AUX
giving,VERB
us,PRON
the,DET
benefit,NOUN
of,ADP
the,DET
doubt,NOUN
and,CCONJ
I,PRON
think,VERB
"
  ",SPACE
they,PRON
would,AUX
like,VERB
to,PART
leave,VERB
the,DET
money,NOUN
here,ADV
",",PUNCT
"""",PUNCT
Buttrose,PROPN
said,VERB
.,PUNCT
"
      ",SPACE
Reserve,PROPN
Bank,PROPN
policy,NOUN
has,AUX
also,ADV
reflected,VERB
the,DET
increased,VERB
"
  ",SPACE
interest,NOUN
in,ADP
investment,NOUN
in,ADP
Australia,PROPN
and,CCONJ
the,DET
need,NOUN
to,PART
shield,VERB
"
  ",SPACE
Japanese,ADJ
investors,NOUN
from,ADP
rapid,ADJ
currency,NOUN
fluctuations,NOUN
.,PUNCT
"
      ",SPACE
Reserve,PROPN
Governor,PROPN
Bob,PROPN
Johnston,PROPN
last,ADJ
week,NOUN
acknowledged,VERB
an,DET
"
  ",SPACE
element,NOUN
of,ADP
targeting,VERB
the,DET
rate,NOUN
against,ADP
the,DET
yen,NOUN
in,ADP
currency,NOUN
"
  ",SPACE
policy,NOUN
when,SCONJ
he,PRON
said,VERB
authorities,NOUN
could,AUX
not,PART
take,VERB
their,PRON
"""",PUNCT
eyes,NOUN
off,ADP
"
  ",SPACE
the,DET
yen,NOUN
"""",PUNCT
because,SCONJ
of,ADP
the,DET
crucial,ADJ
role,NOUN
of,ADP
Japanese,ADJ
investors,NOUN
.,PUNCT
"
      ",SPACE
Analysts,NOUN
said,VERB
they,PRON
believed,VERB
the,DET
Reserve,PROPN
Bank,PROPN
had,AUX
worked,VERB
"
  ",SPACE
successfully,ADV
in,ADP
recent,ADJ
months,NOUN
to,PART
keep,VERB
the,DET
Australian,ADJ
dollar,NOUN
"
  ",SPACE
within,ADP
the,DET
range,NOUN
of,ADP
100,NUM
to,PART
103,NUM
yen,NOUN
.,PUNCT
"
      ",SPACE
Apart,ADV
from,ADP
its,PRON
recovery,NOUN
against,ADP
a,DET
weak,ADJ
U.S.,PROPN
Dollar,PROPN
",",PUNCT
the,DET
"
  ",SPACE
Australian,ADJ
dollar,NOUN
has,AUX
also,ADV
risen,VERB
almost,ADV
three,NUM
pct,NOUN
on,ADP
a,DET
"
  ",SPACE
trade,NOUN
-,PUNCT
weighted,VERB
basis,NOUN
in,ADP
the,DET
last,ADJ
three,NUM
weeks,NOUN
.,PUNCT
"
      ",SPACE
Offshore,ADJ
buying,NOUN
has,AUX
also,ADV
played,VERB
a,DET
role,NOUN
in,ADP
the,DET
booming,NOUN
"
  ",SPACE
Australian,ADJ
share,NOUN
market,NOUN
.,PUNCT
It,PRON
has,AUX
followed,VERB
Wall,PROPN
Street,PROPN
and,CCONJ
other,ADJ
"
  ",SPACE
markets,NOUN
",",PUNCT
but,CCONJ
is,AUX
also,ADV
setting,VERB
its,PRON
own,ADJ
trend,NOUN
in,ADP
response,NOUN
to,ADP
the,DET
"
  ",SPACE
weight,NOUN
of,ADP
both,CCONJ
domestic,ADJ
and,CCONJ
offshore,ADJ
funds,NOUN
pouring,VERB
into,ADP
"
  ",SPACE
equities,NOUN
",",PUNCT
particularly,ADV
in,ADP
the,DET
gold,NOUN
sector,NOUN
.,PUNCT
"
      ",SPACE
The,DET
key,ADJ
all,DET
ordinaries,NOUN
index,NOUN
rose,VERB
to,ADP
a,DET
record,NOUN
"1,758.3",NUM
"
  ",SPACE
today,NOUN
",",PUNCT
nearly,ADV
20,NUM
pct,NOUN
above,ADP
its,PRON
level,NOUN
at,ADP
the,DET
end,NOUN
of,ADP
1986,NUM
",",PUNCT
while,SCONJ
"
  ",SPACE
the,DET
gold,NOUN
index,NOUN
has,AUX
nearly,ADV
doubled,VERB
to,ADP
a,DET
record,NOUN
"3,081.0",NUM
in,ADP
the,DET
"
  ",SPACE
same,ADJ
period,NOUN
.,PUNCT
"
      ",SPACE
The,DET
property,NOUN
sector,NOUN
is,AUX
also,ADV
sought,VERB
after,ADP
",",PUNCT
with,ADP
Japanese,ADJ
"
  ",SPACE
companies,NOUN
that,PRON
have,AUX
invested,VERB
heavily,ADV
in,ADP
the,DET
United,PROPN
States,PROPN
in,ADP
"
  ",SPACE
recent,ADJ
years,NOUN
turning,VERB
their,PRON
attention,NOUN
to,ADP
undervalued,VERB
real,ADJ
"
  ",SPACE
estate,NOUN
",",PUNCT
particularly,ADV
in,ADP
the,DET
tourism,NOUN
field,NOUN
.,PUNCT
"
      ",SPACE
Analysts,NOUN
pointed,VERB
to,ADP
the,DET
recent,ADJ
sale,NOUN
of,ADP
Sydney,PROPN
's,PART
five,NUM
-,PUNCT
star,NOUN
"
  ",SPACE
Regent,PROPN
Hotel,PROPN
to,ADP
Japanese,ADJ
interests,NOUN
for,ADP
more,ADJ
than,ADP
145,NUM
mln,NOUN
dlrs,NOUN
"
  ",SPACE
as,ADP
indicative,ADJ
of,ADP
the,DET
type,NOUN
of,ADP
property,NOUN
being,AUX
sought,VERB
.,PUNCT
"
      ",SPACE
"""",PUNCT
They,PRON
think,VERB
they,PRON
find,VERB
good,ADJ
value,NOUN
real,ADJ
estate,NOUN
here,ADV
which,PRON
",",PUNCT
"
  ",SPACE
with,ADP
long,ADJ
term,NOUN
and,CCONJ
fixed,VERB
capital,NOUN
investment,NOUN
",",PUNCT
is,AUX
the,DET
kind,NOUN
of,ADP
"
  ",SPACE
investment,NOUN
Australia,PROPN
needs,VERB
",",PUNCT
"""",PUNCT
Buttrose,PROPN
added,VERB
.,PUNCT
"
  

",SPACE
SUMITOMO,PROPN
BANK,PROPN
AIMS,VERB
AT,ADP
QUICK,ADJ
RECOVERY,NOUN
FROM,ADP
MERGER,PROPN
"
  ",SPACE
Sumitomo,PROPN
Bank,PROPN
Ltd,PROPN
&,CCONJ
lt;SUMI.T,PROPN
>,X
is,AUX
certain,ADJ
to,PART
"
  ",SPACE
lose,VERB
its,PRON
status,NOUN
as,ADP
Japan,PROPN
's,PART
most,ADV
profitable,ADJ
bank,NOUN
as,ADP
a,DET
result,NOUN
of,ADP
"
  ",SPACE
its,PRON
merger,NOUN
with,ADP
the,DET
Heiwa,PROPN
Sogo,PROPN
Bank,PROPN
",",PUNCT
financial,ADJ
analysts,NOUN
said,VERB
.,PUNCT
"
      ",SPACE
Osaka,PROPN
-,PUNCT
based,VERB
Sumitomo,PROPN
",",PUNCT
with,ADP
desposits,NOUN
of,ADP
around,ADV
23.9,NUM
"
  ",SPACE
trillion,NUM
yen,NOUN
",",PUNCT
merged,VERB
with,ADP
Heiwa,PROPN
Sogo,PROPN
",",PUNCT
a,DET
small,ADJ
",",PUNCT
struggling,VERB
bank,NOUN
"
  ",SPACE
with,ADP
an,DET
estimated,VERB
1.29,NUM
billion,NUM
dlrs,NOUN
in,ADP
unrecoverable,ADJ
loans,NOUN
",",PUNCT
in,ADP
"
  ",SPACE
October,PROPN
.,PUNCT
"
      ",SPACE
But,CCONJ
despite,SCONJ
the,DET
link,NOUN
-,PUNCT
up,NOUN
",",PUNCT
Sumitomo,PROPN
President,PROPN
Koh,PROPN
Komatsu,PROPN
"
  ",SPACE
told,VERB
Reuters,PROPN
he,PRON
is,AUX
confident,ADJ
his,PRON
bank,NOUN
can,AUX
quickly,ADV
regain,VERB
its,PRON
"
  ",SPACE
position,NOUN
.,PUNCT
"
      ",SPACE
"""",PUNCT
We,PRON
'll,AUX
be,AUX
back,ADV
in,ADP
position,NOUN
in,ADP
first,ADJ
place,NOUN
within,ADP
three,NUM
"
  ",SPACE
years,NOUN
",",PUNCT
"""",PUNCT
Komatsu,PROPN
said,VERB
in,ADP
an,DET
interview,NOUN
.,PUNCT
"
      ",SPACE
He,PRON
said,VERB
that,SCONJ
while,SCONJ
the,DET
merger,NOUN
will,AUX
initially,ADV
reduce,VERB
"
  ",SPACE
Sumitomo,PROPN
's,PART
profitability,NOUN
and,CCONJ
efficiency,NOUN
",",PUNCT
